"CU_ID","Species","Stock","DataType","Year","SpnForAbd_Wild","SpnForTrend_Wild","RelLBM","AbsLBM","LongTrend","PercChange","ProbDeclBelowLBM","Percentile","RelUBM","AbsUBM","NumStdMetrics","Group","RapidStatus","BinLabel","BinPath","RapidScore","RelLBMCat","AbsLBMCat","LongTrendCat","PercChangeCat","ProbDeclBelowLBMCat","PercentileCat","RelUBMCat","AbsUBMCat","RelAbdCat","AbsAbdCat","IntStatusRaw","IntStatus","IntStatusRaw_Short","IntStatus_Short","ConfidenceRating5","ConfidenceRating3","ConfidenceRating2","IntStatus5","IntStatus3","IntStatus2"
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2005,67,67,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Inner_South_Coast","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2006,173,173,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Inner_South_Coast","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2007,98,98,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Inner_South_Coast","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2008,229,229,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Inner_South_Coast","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2009,185,185,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Inner_South_Coast","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2010,156,156,NA,NA,NA,-28.023,53.0333,NA,NA,NA,1,"CK-Inner_South_Coast","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,"Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2011,238,238,NA,NA,NA,-12.6784,38.4667,NA,NA,NA,1,"CK-Inner_South_Coast","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,"Green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2012,147,147,NA,NA,NA,-9.4054,38.0667,NA,NA,NA,1,"CK-Inner_South_Coast","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,"Green",NA,NA,NA,NA,NA,NA,"Red","Red","R","R",NA,NA,NA,"Red","Red","Red"
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2013,131,131,NA,NA,103,16.1987,20.8667,NA,NA,NA,2,"CK-Inner_South_Coast","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2014,66,66,NA,NA,88,45.5498,7.8667,NA,NA,NA,2,"CK-Inner_South_Coast","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2015,65,65,NA,NA,67,-1.7916,30.1,NA,NA,NA,2,"CK-Inner_South_Coast","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber","Green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate","Moderate","High",NA,NA,NA
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2016,97,97,NA,NA,61,-33.4741,60.7333,NA,NA,NA,2,"CK-Inner_South_Coast","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate","Moderate","High",NA,NA,NA
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2017,533,533,NA,NA,81,-10.2074,37.0333,NA,NA,NA,2,"CK-Inner_South_Coast","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2018,160,160,NA,NA,101,2.54,30.2333,NA,NA,NA,2,"CK-Inner_South_Coast","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-29","Chinook","East Vancouver Island-North_FA_0.x","Rel_Idx",2019,324,324,NA,NA,146,14.2375,25.6333,NA,NA,NA,2,"CK-Inner_South_Coast","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2002,276,276,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2003,180,180,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2005,188,188,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2006,211,211,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2007,103,103,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2008,198,198,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2009,105,105,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2010,85,85,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2011,178,178,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2012,103,103,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","DD","DD","DD",NA,NA,NA,"DD","DD","DD"
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2014,75,75,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2016,49,49,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2017,74,74,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2018,175,175,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2019,18,18,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",1995,28830,28830,1.91697575250554,82.2727653460328,NA,-48.5062,75.1,NA,1.15208599879618,8.22727653460328,3,"CK-Fraser_Lower","Green","Node36","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green",NA,"Red",NA,NA,"Green","Green","Green","Green",NA,NA,NA,NA,"High","High","High",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",1996,38600,38600,1.40871064148196,60.4590433111227,NA,-59.4073,85.6333,NA,0.84662302289703,6.04590433111227,3,"CK-Fraser_Lower","Amber","Node37","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green",NA,"Red",NA,NA,"Amber","Green","Amber","Green",NA,NA,NA,NA,"High","High","Moderate",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",1997,71955,71955,1.23837447510475,53.1485557225456,NA,-46.4189,72.5333,NA,0.744252446683269,5.31485557225456,3,"CK-Fraser_Lower","Amber","Node37","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green",NA,"Red",NA,NA,"Amber","Green","Amber","Green",NA,NA,NA,NA,"High","High","Moderate",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",1998,201188,201188,1.4761628589839,63.353957581871,68,13.2599,26.2333,NA,0.887161227550986,6.3353957581871,4,"CK-Fraser_Lower","Amber","Node37","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green","Amber","Green",NA,NA,"Amber","Green","Amber","Green",NA,NA,NA,NA,"High","High","Moderate",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",1999,105458,105458,2.04146997141545,87.6158082332083,94,20.1889,23.4333,NA,1.22690595744704,8.76158082332083,4,"CK-Fraser_Lower","Green","Node36","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green","Green","Green",NA,NA,"Green","Green","Green","Green",NA,NA,NA,NA,"High","High","High",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",2000,79141,79141,2.44284860984403,104.842176637286,113,-22.1042,47.2333,NA,1.46813107933241,10.4842176637286,4,"CK-Fraser_Lower","Green","Node36","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green","Green","Amber",NA,NA,"Green","Green","Green","Green",NA,NA,NA,NA,"High","High","High",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",2001,109734,109734,2.71466729977567,116.508091171772,125,-22.9568,48.1,NA,1.63149178249835,11.6508091171772,4,"CK-Fraser_Lower","Green","Node36","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green","Green","Amber",NA,NA,"Green","Green","Green","Green",NA,NA,NA,NA,"High","High","High",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",2002,84180,84180,2.18332467783026,93.7039285231193,101,6.0631,25,NA,1.31215942030918,9.37039285231193,4,"CK-Fraser_Lower","Green","Node36","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green","Green","Green",NA,NA,"Green","Green","Green","Green",NA,NA,NA,NA,"High","High","High",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",2003,247916,247916,2.7034888324331,116.028333710364,119,67.5166,9.1,NA,1.6247736194248,11.6028333710364,4,"CK-Fraser_Lower","Green","Node36","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green","Green","Green",NA,NA,"Green","Green","Green","Green",NA,NA,NA,NA,"High","High","High",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",2004,140270,140270,3.11935925987064,133.876660715128,135,132.4498,2.7667,NA,1.87470818231009,13.3876660715128,4,"CK-Fraser_Lower","Green","Node36","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green","Green","Green",NA,NA,"Green","Green","Green","Green",NA,NA,NA,NA,"High","High","High",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",2005,88756,88756,2.95821356075483,126.960609600476,129,157.7514,1.5667,NA,1.77786099815824,12.6960609600476,4,"CK-Fraser_Lower","Green","Node36","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green","Green","Green",NA,NA,"Green","Green","Green","Green",NA,NA,NA,NA,"High","High","High",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",2006,60618,60618,2.72507019713838,116.954562720785,121,126.686,3.5333,NA,1.63774383466063,11.6954562720785,4,"CK-Fraser_Lower","Green","Node36","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green","Green","Green",NA,NA,"Green","Green","Green","Green",NA,NA,NA,NA,"High","High","High",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",2007,76655,76655,2.0320607016182,87.2119811920498,91,19.8685,17.5333,NA,1.22125106693623,8.72119811920498,4,"CK-Fraser_Lower","Green","Node36","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green","Green","Green",NA,NA,"Green","Green","Green","Green",NA,NA,NA,NA,"High","High","High",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",2008,41781,41781,1.50120563301857,64.4287433578909,70,-45.3741,76.0667,NA,0.902211720129543,6.44287433578909,4,"CK-Fraser_Lower","Amber","Node37","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green","Amber","Red",NA,NA,"Amber","Green","Amber","Green",NA,NA,NA,NA,"High","High","Moderate",NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",2009,70272,70272,1.41607525394569,60.7751177488413,66,-58.927,92.6667,NA,0.851049091873093,6.07751177488413,4,"CK-Fraser_Lower","Amber","Node37","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green","Amber","Red",NA,NA,"Amber","Green","Amber","Green",NA,NA,NA,NA,"High","High","Moderate",NA,NA,NA
