Species,Species_Short,CU_ID,CU_Name,Stock_Report,DU_ID,CU_ID_Alt1,CU_ID_Alt2_CULookup,CU_ID_Report,CU_Name_Alt1,CU_Name_Alt2,CU_Acro,latitude,long,FAZ,MAZ,JAZ,Region,Area,RunTiming,LifeHistory,Group,SMU,DataQualkIdx,AbdMetric,AbsAbdMetric,ShortTrendMetric,LongTrendMetric,PercentileMetric,Avg_Gen,Cyclic,Cyc_Dom,Cyc_Dom_Year,TrendNumGen,TrendExtraYears,TrendLog,TrendSmooth,AvgType,AvgSmooth,AvgRecentExcl,LongTrendMinYears,RelAbd_AvgData,RelAbd_LBM,RelAbd_UBM,AbsAbd_LBM,AbsAbd_UBM,LongTrend_LBM,LongTrend_UBM,PercChange_LBM,PercChange_UBM,ProbDeclBelowLBM_LBM,ProbDeclBelowLBM_UBM,Trends_StartYr,Abd_StartYr
Chinook,Ck,CK_13,South Thompson_SU_0.3,South Thompson_SU_0.3,,,CK-13,CK-13,,,STh-0.3,50.94251125,-119.4355425,NA,NA,NA,Fraser,Fraser_Thompson,Summer,Ocean,CK-Fraser_Thompson,CK-Fraser_Summer_4_1,Rel_Idx,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1997,1997
Chinook,Ck,CK_14,South Thompson_SU_1.3,South Thompson_SU_1.3,,,CK-14,CK-14,,,STh-1.3,50.8752315,-119.251533,NA,NA,NA,Fraser,Fraser_Thompson,Summer,Stream,CK-Fraser_Thompson,CK-Fraser_Summer_5_2,Rel_Idx,FALSE,FALSE,TRUE,TRUE,FALSE,5,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1999,1999
Chinook,Ck,CK_15,Shuswap River_SU_0.3,Shuswap River_SU_0.3,,,CK-15,CK-15,,,STh-SHUR,50.576293,-118.8984295,NA,NA,NA,Fraser,Fraser_Thompson,Summer,Ocean,CK-Fraser_Thompson,CK-Fraser_Summer_4_1,Abs_Abd,TRUE,TRUE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1983,1983
Chinook,Ck,CK_16,South Thompson-Bessette Creek_SU_1.2,South Thompson-Bessette Creek_SU_1.2,,,CK-16,CK-16,,,STh-BESS,50.25159,-118.935535,NA,NA,NA,Fraser,Fraser_Thompson,Summer,Stream,CK-Fraser_Thompson,CK-Fraser_Spring_4_2,Rel_Idx,FALSE,FALSE,FALSE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1999,1999
Chinook,Ck,CK_17,Lower Thompson_SP_1.2,Lower Thompson_SP_1.2,,,CK-17,CK-17,,,LTh,50.336506,-120.9842179,NA,NA,NA,Fraser,Fraser_Thompson,Spring,Stream,CK-Fraser_Thompson,CK-Fraser_Spring_4_2,Rel_Idx,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1995,1995
Chinook,Ck,CK_18,North Thompson_SP_1.3,North Thompson_SP_1.3,,,CK-18,CK-18,,,NTh-spr,51.83759443,-119.6156737,NA,NA,NA,Fraser,Fraser_Thompson,Spring,Stream,CK-Fraser_Thompson,CK-Fraser_Spring_5_2,Rel_Idx,FALSE,FALSE,FALSE,TRUE,FALSE,5,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1999,1999
Chinook,Ck,CK_19,North Thompson_SU_1.3,North Thompson_SU_1.3,,,CK-19,CK-19,,,NTh-sum,51.43836057,-120.0999803,NA,NA,NA,Fraser,Fraser_Thompson,Summer,Stream,CK-Fraser_Thompson,CK-Fraser_Summer_5_2,Rel_Idx,FALSE,FALSE,TRUE,TRUE,FALSE,5,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1997,1997
Chinook,Ck,CK_82,Upper Adams River_SU_x.x,Upper Adams River_SU_x.x,,,CK-82,CK-82,,,UADAMS,51.411,-119.456,NA,NA,NA,Fraser,Fraser_Thompson,Summer,Ocean,CK-Fraser_Thompson,TBD,Rel_Idx,FALSE,FALSE,FALSE,TRUE,FALSE,5,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1999,1999
Chinook,Ck,CK_9006,Fraser-Cross-CU Supplementation Exclusion,Fraser-Cross-CU Supplementation Exclusion,,,CK_9006,CK-9006,,,FR-XCU,49.125664,-122.098166,NA,NA,NA,Fraser,Fraser,Summer,NA,CK-Fraser,TBD,Rel_Idx,FALSE,FALSE,FALSE,TRUE,FALSE,5,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,2002,2002
Chinook,Ck,CK_9008,Fraser-Harrison fall transplant_FA_0.3,Fraser-Harrison fall transplant_FA_0.3,,,CK_9008,CK-9008,,,Chil_transp_FA,49.125664,-122.098166,NA,NA,NA,Fraser,Fraser,Fall,NA,CK-Fraser,TBD,Rel_Idx,FALSE,FALSE,FALSE,TRUE,FALSE,5,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1986,1986
Chinook,Ck,CK-01,Okanagan_1.x,Okanagan_1.x,,,CK-01,CK-01,,,OK,49.07637,-119.51818,,,,Columbia,Columbia,Summer,Ocean,CK-Columbia,CK-Okanagan,Abs_Abd,TRUE,TRUE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,2001,2001
Chinook,Ck,CK-02,Boundary Bay_FA_0.3,Boundary Bay_FA_0.3,,,CK-02,CK-02,,,BB,49.050899,-122.8337027,,,,Inner_South_Coast,South_Coast,Fall,Ocean,CK-Inner_South_Coast,CK_BoundaryBay,Rel_Idx,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1979,1979
Chinook,Ck,CK-20,Southern Mainland-Georgia Strait_FA_0.x,Southern Mainland-Georgia Strait_FA_0.x,,,CK-20,CK-20,,,SMn-GStr,49.82000109,-123.6849117,,,,Inner_South_Coast,South_Coast,Fall,Ocean,CK-Inner_South_Coast,CK_MainlandInlet,Rel_Idx,FALSE,FALSE,FALSE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,2005,2005
Chinook,Ck,CK-28,Southern Mainland-Southern Fjords_FA_0.x,Southern Mainland-Southern Fjords_FA_0.x,,,CK-28,CK-28,,,SMn-SFj,50.77191119,-125.7759716,,,,Inner_South_Coast,South_Coast,Fall,Ocean,CK-Inner_South_Coast,CK_MainlandInlet,Rel_Idx,FALSE,FALSE,FALSE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,2002,2002
Chinook,Ck,CK-21,East Vancouver Island-Goldstream_FA_0.x,East Vancouver Island-Goldstream_FA_0.x,,,CK-21,CK-21,,,Goldstr,48.521776,-123.5053625,,,,Inner_South_Coast,South_Coast,Fall,Ocean,CK-Inner_South_Coast,CK_GeorgiaStrait_Lower,Abs_Abd,FALSE,FALSE,FALSE,TRUE,FALSE,3,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,2000,2000
Chinook,Ck,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,East Vancouver Island-Cowichan & Koksilah_FA_0.x,,,CK-22,CK-22,,,CWCH-KOK,48.78960057,-123.9518269,,,,Inner_South_Coast,South_Coast,Fall,Ocean,CK-Inner_South_Coast,CK_GeorgiaStrait_Lower,Abs_Abd,TRUE,TRUE,TRUE,TRUE,FALSE,3,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1988,1988
Chinook,Ck,CK-23,East Vancouver Island-Nanaimo_SP_1.x,East Vancouver Island-Nanaimo_SP_1.x,,,CK-23,CK-23,,,NanR-spr,49.089668,-124.22946,,,,Inner_South_Coast,South_Coast,Spring,Stream,CK-Inner_South_Coast,CK_GeorgiaStrait_Middle,Rel_Idx,FALSE,FALSE,FALSE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1995,1995
Chinook,Ck,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,,,CK-25,CK-25,,,EVI-fall,49.0467525,-123.8255375,,,,Inner_South_Coast,South_Coast,Fall,Ocean,CK-Inner_South_Coast,CK_GeorgiaStrait_Middle,Rel_Idx,FALSE,FALSE,FALSE,TRUE,FALSE,3,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1995,1995
Chinook,Ck,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,East Vancouver Island-Qualicum & Puntledge_FA_0.x,,,CK-27,CK-27,,,QP-fall,49.6828075,-124.8908822,,,,Inner_South_Coast,South_Coast,Fall,Ocean,CK-Inner_South_Coast,CK_GeorgiaStrait_Middle,Rel_Idx,FALSE,FALSE,FALSE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1995,1995
Chinook,Ck,CK-29,East Vancouver Island-North_FA_0.x,East Vancouver Island-North_FA_0.x,,,CK-29,CK-29,,,NEVI,50.47273457,-126.6023304,,,,Inner_South_Coast,South_Coast,Fall,Ocean,CK-Inner_South_Coast,CK_GeorgiaStrait_Upper,Rel_Idx,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1999,1999
Chinook,Ck,CK-83,East Vancouver Island - Georgia Strait Summer 0.3,East Vancouver Island - Georgia Strait Summer 0.3,,,CK-83,CK-83,,,EVI-GS-Sum,,,,,,Inner_South_Coast,South_Coast,Summer,TBD,CK-Inner_South_Coast,CK_GeorgiaStrait_Middle,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1996,1996
Chinook,Ck,CK-34,Homathko_SU_x.x,Homathko_SU_x.x,,,CK-34,CK-34,,,Homa,,,,,,Inner_South_Coast,South_Coast,Summer,TBD,CK-Inner_South_Coast,CK_MainlandInlet,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1996,1996
Chinook,Ck,CK-35,Klinaklini_SU_1.3,Klinaklini_SU_1.3,,,CK-35,CK-35,,,Klina,,,,,,Inner_South_Coast,South_Coast,Summer,TBD,CK-Inner_South_Coast,CK_MainlandInlet,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1996,1996
Chinook,Ck,CK-31,West Vancouver Island-South_FA_0.x,West Vancouver Island-South_FA_0.x,,,CK-31,CK-31,,,SWVI,49.02515337,-125.2102267,,,,WCVI,South_Coast,Fall,Ocean,CK_WCVI,CK_WCVI,Abs_Abd,TRUE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,1500,2720,1000,10000,0.5,0.75,-25,-15,NA,NA,1995,1995
Chinook,Ck,CK-32,West Vancouver Island-Nootka & Kyuquot_FA_0.x,West Vancouver Island-Nootka & Kyuquot_FA_0.x,,,CK-32,CK-32,,,NoKy,49.91102432,-126.8499923,,,,WCVI,South_Coast,Fall,Ocean,CK_WCVI,CK_WCVI,Abs_Abd,TRUE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,1300,2240,1000,10000,0.5,0.75,-25,-15,NA,NA,1995,1995
Chinook,Ck,CK-33,West Vancouver Island-North_FA_0.x,West Vancouver Island-North_FA_0.x,,,CK-33,CK-33,,,NWVI,50.479909,-127.7383889,,,,WCVI,South_Coast,Fall,Ocean,CK_WCVI,CK_WCVI,Abs_Abd,TRUE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,640,1144,1000,10000,0.5,0.75,-25,-15,NA,NA,1996,1996
Coho,Co,CO_01,Middle Fraser,Middle Fraser,,CO_06,CO-48,CO-01,,,MFr,NA,NA,MFR,GStr,MFR+GStr,Fraser,Fraser_Mid,NA,NA,CO-Fraser_Int,,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,NA,NA,3,1,TRUE,TRUE,geomean,FALSE,FALSE,15,regular,1600,2800,1000,10000,0.5,0.75,-25,-15,NA,NA,1984,1984
Coho,Co,CO_02,Fraser Canyon,Fraser Canyon,,CO_05,CO-05,CO-02,,,FrCny,NA,NA,FRCany,GStr,FRCany+GStr,Fraser,Fraser_Canyon,NA,NA,CO-Fraser_Int,,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,NA,NA,3,1,TRUE,TRUE,geomean,FALSE,FALSE,15,regular,741,1562,1000,10000,0.5,0.75,-25,-15,NA,NA,1998,1998
Coho,Co,CO_03,Lower Thompson,Lower Thompson,,CO_07,CO-07,CO-03,,,Lthom,NA,NA,LTHOM,GStr,LTHOM+GStr,Fraser,Fraser_Thompson,NA,NA,CO-Fraser_Int,,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,NA,NA,3,1,TRUE,TRUE,geomean,FALSE,FALSE,15,regular,1405,3052,1000,10000,0.5,0.75,-25,-15,NA,NA,1984,1984
Coho,Co,CO_04,North Thompson,North Thompson,,CO_09,CO-09,CO-04,,,NTh,NA,NA,NTHOM,GStr,NTHOM+GStr,Fraser,Fraser_Thompson,NA,NA,CO-Fraser_Int,,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,NA,NA,3,1,TRUE,TRUE,geomean,FALSE,FALSE,15,regular,2546,5285,1000,10000,0.5,0.75,-25,-15,NA,NA,1975,1975
Coho,Co,CO_05,South Thompson,South Thompson,,CO_08,CO-08,CO-05,,,STh,NA,NA,STHOM,GStr,STHOM+GStr,Fraser,Fraser_Thompson,NA,NA,CO-Fraser_Int,,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,NA,NA,3,1,TRUE,TRUE,geomean,FALSE,FALSE,15,regular,2377,4462,1000,10000,0.5,0.75,-25,-15,NA,NA,1975,1975
Sockeye,Sk,CU_1,Bowron_ES,Bowron_ES,,SEL-07-001,SEL-07-01,CU-1,,,ES_Bowr,53.145776,-121.093205,UFR,GStr,UFR+GStr,Fraser,Fraser_Mid,Early Summer,Lake,SK-Fraser_Esum,SK-Fraser_EarlySummer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,5047,18580,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_10,Seton_L,Seton_L,,,SEL-06-11,CU-10,,,L_Set,50.685389,-122.101863,NTh,GStr,NTh+GStr,Fraser,Fraser_Thompson,Late,Lake,SK-Fraser_Lat,SK-Fraser_Late,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,2193,13453,1000,10000,0.5,0.75,-25,-15,NA,NA,1965,1965
Sockeye,Sk,CU_11,Harrison_US_L,Harrison_US_L,,,SEL-03-04,CU-11,,,L_HarrUS,49.555384,-121.862927,LFR,GStr,LFR+GStr,Fraser,Fraser_Lower,Late,Lake,SK-Fraser_Lat,SK-Fraser_Late,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,10731,84597,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1966
Sockeye,Sk,CU_12,Lillooet_Harr_L,Lillooet_Harr_L,,,SEL-04-01,CU-12,,,L_LilHarr,50.261719,-122.532211,LILL,GStr,LILL+GStr,Fraser,Fraser_Lower,Late,Lake,SK-Fraser_Lat,SK-Fraser_Late,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,14178,76930,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_13,Harrison_DS_L,Harrison_DS_L,,,SEL-03-03,CU-13,,,L_HarrDS,49.566419,-121.869325,LFR,GStr,LFR+GStr,Fraser,Fraser_Lower,Late,Lake,SK-Fraser_Lat,SK-Fraser_Late,Rel_Idx,FALSE,FALSE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_14,Nahatlatch_ES,Nahatlatch_ES,,,SEL-05-02,CU-14,,,ES_Naha,49.978597,-121.775875,FRCany,GStr,FRCany+GStr,Fraser,Fraser_Canyon,Early Summer,Lake,SK-Fraser_Esum,SK-Fraser_EarlySummer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1975,1975
Sockeye,Sk,CU_15,Taseko_ES,Taseko_ES,,,SEL-06-16,CU-15,,,ES_Tas,51.335367,-123.615414,MFR,GStr,MFR+GStr,Fraser,Fraser_Mid,Early Summer,Lake,SK-Fraser_Esum,SK-Fraser_EarlySummer,Rel_Idx,FALSE,FALSE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_16,Widgeon_RT,Widgeon_RT,,,SER-02,CU-16,,,RT_Wid,49.366612,-122.637603,LFR,GStr,LFR+GStr,Fraser,Fraser_Lower,NA,River,SK-Fraser_RT,SK-Fraser_Late,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_17,Chilliwack_ES,Chilliwack_ES,,,SEL-03-01,CU-17,,,ES_Chill,49.079098,-121.435047,LFR,GStr,LFR+GStr,Fraser,Fraser_Lower,Early Summer,Lake,SK-Fraser_Esum,SK-Fraser_EarlySummer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,8000,16000,1000,10000,0.5,0.75,-25,-15,NA,NA,2001,2001
Sockeye,Sk,CU_18,Takla_Trem_EStu,Takla_Trem_EStu,,SEL-06-014,SEL-06-14,CU-18,,,Estu,,,,,,Fraser,,Early Stuart,Lake,SK-Fraser_Estu,SK-Fraser_EarlyStuart,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,TRUE,3,1953,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_19,Anderson_Seton_ES,Anderson_Seton_ES,,,SEL-06-01,CU-19,,,ES_AndSet,,,,,,Fraser,,Early Summer,Lake,SK-Fraser_Esum,SK-Fraser_EarlySummer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,3662,22534,1000,10000,0.5,0.75,-25,-15,NA,NA,1954,1950
